Move Sequence,FEN,Evaluation,WhiteElo,BlackElo,Result,ECO,Opening,TimeControl,Termination
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6,2r2rk1/1b2bppp/pq3n2/2pp4/8/1P2PN2/PB2BPPP/R2Q1RK1 w - - 0 16,0.08,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1,2r2rk1/1b2bppp/pq3n2/2pp4/8/1P2PN2/PB2BPPP/2RQ1RK1 b - - 1 16,0.08,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8,2rr2k1/1b2bppp/pq3n2/2pp4/8/1P2PN2/PB2BPPP/2RQ1RK1 w - - 2 17,0.12,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3,2rr2k1/1b2bppp/pq3n2/2pp4/8/PP2PN2/1B2BPPP/2RQ1RK1 b - - 0 17,-0.34,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8,b1rr2k1/4bppp/pq3n2/2pp4/8/PP2PN2/1B2BPPP/2RQ1RK1 w - - 1 18,0.04,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3,b1rr2k1/4bppp/pq3n2/2pp4/8/PP1QPN2/1B2BPPP/2R2RK1 b - - 2 18,-0.32,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7,2rr2k1/1b2bppp/pq3n2/2pp4/8/PP1QPN2/1B2BPPP/2R2RK1 w - - 3 19,0.0,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2,2rr2k1/1b2bppp/pq3n2/2pp4/8/PP1QPN2/1BR1BPPP/5RK1 b - - 4 19,-0.3,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4,2rr2k1/1b2bppp/pq3n2/2p5/3p4/PP1QPN2/1BR1BPPP/5RK1 w - - 0 20,-0.14,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4,2rr2k1/1b2bppp/pq3n2/2p5/3P4/PP1Q1N2/1BR1BPPP/5RK1 b - - 0 20,-1.67,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4,2rr2k1/4bppp/pq3n2/2p5/3Pb3/PP1Q1N2/1BR1BPPP/5RK1 w - - 1 21,-1.77,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2,2rr2k1/4bppp/pq3n2/2p5/3Pb3/PP3N2/1BRQBPPP/5RK1 b - - 2 21,-1.71,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2,2rr2k1/4bppp/pq3n2/2p5/3P4/PP3N2/1BbQBPPP/5RK1 w - - 0 22,-1.63,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2,2rr2k1/4bppp/pq3n2/2p5/3P4/PP3N2/1BQ1BPPP/5RK1 b - - 0 22,-1.77,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4,2rr2k1/4bppp/pq3n2/8/3p4/PP3N2/1BQ1BPPP/5RK1 w - - 0 23,-1.79,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3,2rr2k1/4bppp/pq3n2/8/3p4/PP1Q1N2/1B2BPPP/5RK1 b - - 1 23,-1.79,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7,3r2k1/2r1bppp/pq3n2/8/3p4/PP1Q1N2/1B2BPPP/5RK1 w - - 2 24,-0.24,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6,3r2k1/2r1bppp/Qq3n2/8/3p4/PP3N2/1B2BPPP/5RK1 b - - 0 24,-1.53,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6,3r2k1/2r1bppp/q4n2/8/3p4/PP3N2/1B2BPPP/5RK1 w - - 0 25,-1.45,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6,3r2k1/2r1bppp/B4n2/8/3p4/PP3N2/1B3PPP/5RK1 b - - 0 25,-1.63,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8,1r4k1/2r1bppp/B4n2/8/3p4/PP3N2/1B3PPP/5RK1 w - - 1 26,0.38,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4,1r4k1/2r1bppp/5n2/8/2Bp4/PP3N2/1B3PPP/5RK1 b - - 2 26,-4.78,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5,1r4k1/2r2ppp/5n2/2b5/2Bp4/PP3N2/1B3PPP/5RK1 w - - 3 27,0.34,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4,1r4k1/2r2ppp/5n2/2b5/2BN4/PP6/1B3PPP/5RK1 b - - 0 27,-0.58,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4,1r4k1/2r2ppp/5n2/8/2Bb4/PP6/1B3PPP/5RK1 w - - 0 28,1.21,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4,1r4k1/2r2ppp/5n2/8/2BB4/PP6/5PPP/5RK1 b - - 0 28,1.29,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8,2r3k1/2r2ppp/5n2/8/2BB4/PP6/5PPP/5RK1 w - - 1 29,1.39,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8 d4f6,2r3k1/2r2ppp/5B2/8/2B5/PP6/5PPP/5RK1 b - - 0 29,1.49,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8 d4f6 g7f6,2r3k1/2r2p1p/5p2/8/2B5/PP6/5PPP/5RK1 w - - 0 30,1.45,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8 d4f6 g7f6 f1e1,2r3k1/2r2p1p/5p2/8/2B5/PP6/5PPP/4R1K1 b - - 1 30,1.31,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8 d4f6 g7f6 f1e1 g8f8,2r2k2/2r2p1p/5p2/8/2B5/PP6/5PPP/4R1K1 w - - 2 31,1.39,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8 d4f6 g7f6 f1e1 g8f8 a3a4,2r2k2/2r2p1p/5p2/8/P1B5/1P6/5PPP/4R1K1 b - - 0 31,1.43,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8 d4f6 g7f6 f1e1 g8f8 a3a4 f8g7,2r5/2r2pkp/5p2/8/P1B5/1P6/5PPP/4R1K1 w - - 1 32,1.71,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8 d4f6 g7f6 f1e1 g8f8 a3a4 f8g7 g2g3,2r5/2r2pkp/5p2/8/P1B5/1P4P1/5P1P/4R1K1 b - - 0 32,1.59,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8 d4f6 g7f6 f1e1 g8f8 a3a4 f8g7 g2g3 c8d8,3r4/2r2pkp/5p2/8/P1B5/1P4P1/5P1P/4R1K1 w - - 1 33,1.87,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8 d4f6 g7f6 f1e1 g8f8 a3a4 f8g7 g2g3 c8d8 h2h4,3r4/2r2pkp/5p2/8/P1B4P/1P4P1/5P2/4R1K1 b - - 0 33,1.41,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8 d4f6 g7f6 f1e1 g8f8 a3a4 f8g7 g2g3 c8d8 h2h4 d8d2,8/2r2pkp/5p2/8/P1B4P/1P4P1/3r1P2/4R1K1 w - - 1 34,1.69,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8 d4f6 g7f6 f1e1 g8f8 a3a4 f8g7 g2g3 c8d8 h2h4 d8d2 e1e4,8/2r2pkp/5p2/8/P1B1R2P/1P4P1/3r1P2/6K1 b - - 2 34,1.15,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8 d4f6 g7f6 f1e1 g8f8 a3a4 f8g7 g2g3 c8d8 h2h4 d8d2 e1e4 d2a2,8/2r2pkp/5p2/8/P1B1R2P/1P4P1/r4P2/6K1 w - - 3 35,1.33,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8 d4f6 g7f6 f1e1 g8f8 a3a4 f8g7 g2g3 c8d8 h2h4 d8d2 e1e4 d2a2 e4g4,8/2r2pkp/5p2/8/P1B3RP/1P4P1/r4P2/6K1 b - - 4 35,1.25,1594,1697,0-1,D05,Colle System,60+1,Normal
d2d4 g8f6 e2e3 d7d5 g1f3 e7e6 f1e2 f8e7 e1g1 e8g8 c1d2 b7b6 c2c4 c8b7 c4d5 e6d5 b2b3 b8d7 b1c3 a7a6 d2c1 c7c5 d4c5 b6c5 c1b2 a8c8 c3a4 d7b6 a4b6 d8b6 a1c1 f8d8 a2a3 b7a8 d1d3 a8b7 c1c2 d5d4 e3d4 b7e4 d3d2 e4c2 d2c2 c5d4 c2d3 c8c7 d3a6 b6a6 e2a6 d8b8 a6c4 e7c5 f3d4 c5d4 b2d4 b8c8 d4f6 g7f6 f1e1 g8f8 a3a4 f8g7 g2g3 c8d8 h2h4 d8d2 e1e4 d2a2 e4g4 g7f8,5k2/2r2p1p/5p2/8/P1B3RP/1P4P1/r4P2/6K1 w - - 5 36,1.25,1594,1697,0-1,D05,Colle System,60+1,Normal
